aggregated_bs_id,type,n_base_stations,lng,lat
506,LTE,1,9.2607879638672,45.394821166992
507,LTE,1,9.26813,45.398096
508,AGGREGATED,2,9.2809475,45.395826
509,AGGREGATED,4,9.28291825,45.3955265
510,AGGREGATED,2,9.28881039208985,45.395387229004
511,LTE,1,9.291221,45.395966
512,LTE,1,9.3019866943359,45.397567749023
513,LTE,1,9.0190887451172,45.405807495117
514,LTE,1,9.127121,45.39917
515,AGGREGATED,4,9.129604,45.398276
516,AGGREGATED,6,9.133354230143237,45.397946249674334
517,LTE,1,9.1371917724609,45.397567749023
518,AGGREGATED,2,9.143038,45.3975485
519,AGGREGATED,3,9.145370333333334,45.398075
520,LTE,1,9.146252,45.398022
521,LTE,1,9.1495513916016,45.396194458008
522,LTE,1,9.1742706298828,45.398941040039
523,LTE,1,9.20211,45.398537
524,LTE,1,9.2044830322266,45.398941040039
525,LTE,1,9.257521,45.397864
526,LTE,1,9.258957,45.396927
527,LTE,1,9.260788,45.396979
528,LTE,1,9.27609,45.397568
529,AGGREGATED,2,9.2770395,45.3979575
530,AGGREGATED,5,9.2806816,45.39752120000001
531,LTE,1,9.281506,45.396949
532,LTE,1,9.2882537841797,45.396194458008
533,LTE,1,9.294746,45.398567
534,LTE,1,9.053532,45.412191
535,LTE,1,9.076622,45.407687
536,LTE,1,9.0808868408203,45.400314331055
537,LTE,1,9.0850067138672,45.404434204102
538,LTE,1,9.120173,45.402651
539,AGGREGATED,3,9.123951338541666,45.40003545703133
540,AGGREGATED,7,9.127010025669644,45.39977795173
541,LTE,1,9.130349,45.398869
542,AGGREGATED,2,9.1327618041992,45.3990520200195
543,LTE,1,9.133825,45.399163
544,LTE,1,9.1426849365234,45.400314331055
545,AGGREGATED,6,9.1448648183594,45.39984295703133
546,AGGREGATED,2,9.1495513916016,45.400314331055
546,LTE,1,9.1495513916016,45.400314331055
547,LTE,1,9.1564178466797,45.40168762207
548,LTE,1,9.1742706298828,45.400314331055
549,AGGREGATED,2,9.1742706298828,45.399627685547
550,LTE,1,9.192537,45.402466
551,LTE,1,9.208878,45.402512
552,LTE,1,9.2154693603516,45.403060913086
553,LTE,1,9.2319488525391,45.405807495117
554,LTE,1,9.249998,45.401685
555,LTE,1,9.260806,45.40144
556,LTE,1,9.264975,45.400959
557,LTE,1,9.267582,45.401066
558,LTE,1,9.274868,45.399955
559,AGGREGATED,2,9.2773425,45.400528
560,AGGREGATED,2,9.279937,45.398836
561,LTE,1,9.283028,45.400925
562,LTE,1,9.2910003662109,45.40168762207
563,LTE,1,9.0259552001953,45.407180786133
564,LTE,1,9.062175,45.413361
565,LTE,1,9.1042327880859,45.407180786133
566,LTE,1,9.1165924072266,45.404434204102
567,LTE,1,9.119705,45.403061
568,AGGREGATED,8,9.121104035034175,45.40243798913575
569,AGGREGATED,3,9.124374389648432,45.402145385742
570,LTE,1,9.1248321533203,45.40168762207
571,AGGREGATED,2,9.1305975,45.402085
572,AGGREGATED,2,9.1330045,45.4022985
573,LTE,1,9.134171,45.402237
574,LTE,1,9.139764,45.40349
575,LTE,1,9.1426849365234,45.40168762207
576,AGGREGATED,6,9.1451914091797,45.40180437402333
577,AGGREGATED,3,9.147183539713533,45.40223917838534
578,AGGREGATED,2,9.151611328125,45.403060913086
579,LTE,1,9.1522979736328,45.403060913086
580,LTE,1,9.157791,45.404434
581,LTE,1,9.1742706298828,45.403060913086
582,LTE,1,9.174513,45.403121
583,LTE,1,9.204714,45.401782
584,LTE,1,9.259206,45.402496
585,AGGREGATED,4,9.26128275,45.40222175
586,AGGREGATED,2,9.267504,45.401949
587,LTE,1,9.2717742919922,45.403060913086
588,LTE,1,9.275628,45.402691
589,AGGREGATED,2,9.276773,45.401264
590,LTE,1,9.2813873291016,45.40168762207
591,LTE,1,9.2923736572266,45.403060913086
592,LTE,1,9.30424,45.404751
593,LTE,1,9.021348,45.406704
594,AGGREGATED,2,9.050114,45.411819
594,LTE,1,9.050114,45.411819
595,LTE,1,9.111934,45.407375
596,LTE,1,9.1152191162109,45.405807495117
597,AGGREGATED,2,9.118255,45.403965
598,LTE,1,9.121294,45.403197
599,LTE,1,9.123431,45.405655
600,LTE,1,9.128001,45.404505
601,LTE,1,9.13084,45.40349
602,LTE,1,9.133913,45.40328
603,LTE,1,9.137192,45.404238
604,AGGREGATED,3,9.146083839518234,45.403959068034
605,AGGREGATED,4,9.147501202392576,45.40419580102551
606,LTE,1,9.1522979736328,45.404434204102
607,AGGREGATED,2,9.153642,45.404387
608,AGGREGATED,3,9.156951666666666,45.40410166666667
609,LTE,1,9.166794,45.408249
610,LTE,1,9.173794,45.404863
611,AGGREGATED,4,9.174486749999998,45.40397725
612,LTE,1,9.175369,45.404793
613,LTE,1,9.2127227783203,45.405807495117
614,LTE,1,9.224396,45.409241
615,LTE,1,9.260788,45.403677
616,AGGREGATED,9,9.261708196072044,45.40382867003044
617,LTE,1,9.2635345458984,45.404434204102
618,LTE,1,9.266968,45.40535
619,AGGREGATED,2,9.2710876464844,45.403747558594006
620,LTE,1,9.273148,45.403257
621,LTE,1,9.2813873291016,45.403060913086
622,LTE,1,9.2868804931641,45.404434204102
623,LTE,1,9.2882537841797,45.404434204102
624,LTE,1,9.0300750732422,45.407180786133
625,LTE,1,9.098969,45.411248
626,LTE,1,9.1097259521484,45.408554077148
627,AGGREGATED,4,9.112475133544926,45.40725869653325
628,AGGREGATED,2,9.114434558105453,45.4063852475585
629,LTE,1,9.117794,45.406408
630,AGGREGATED,2,9.127013000000002,45.4061575
631,LTE,1,9.129493,45.406502
